Author,ScoreBand_key,MarkerType,Locus_key,MarkerOriginalName,AT,MarkerSize,BreedCode_key,Result,Specie,Electrophoresis,Coment,Image,Lane
Huamani2011,3647,DART,B1211,spPt-760455,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3648,DART,B1212,spPt-758888,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3649,DART,B1213,spPt-711233,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3650,DART,B1214,spPt-707685,,,VJ08.038,0,Ipomoea batatas,,,,
Huamani2011,3651,DART,B1215,spPt-756852,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3652,DART,B1216,spPt-758534,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3653,DART,B1217,spPt-760454,,,VJ08.038,0,Ipomoea batatas,,,,
Huamani2011,3654,DART,B1218,spPt-759443,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3655,DART,B1219,spPt-759119,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3656,DART,B1220,spPt-758061,,,VJ08.038,0,Ipomoea batatas,,,,
Huamani2011,3657,DART,B1221,spPt-758778,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3658,DART,B1222,spPt-709741,,,VJ08.038,0,Ipomoea batatas,,,,
Huamani2011,3659,DART,B1223,spPt-759916,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3660,DART,B1224,spPt-707869,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3661,DART,B1225,spPt-707835,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3662,DART,B1226,spPt-708911,,,VJ08.038,-,Ipomoea batatas,,,,
Huamani2011,3663,DART,B1227,spPt-709034,,,VJ08.038,-,Ipomoea batatas,,,,
Huamani2011,3664,DART,B1228,spPt-710063,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3665,DART,B1229,spPt-709093,,,VJ08.038,0,Ipomoea batatas,,,,
Huamani2011,3666,DART,B1230,spPt-708534,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3667,DART,B1231,spPt-758493,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3668,DART,B1232,spPt-757116,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3669,DART,B1233,spPt-759021,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3670,DART,B1234,spPt-759105,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3671,DART,B1235,spPt-758823,,,VJ08.038,-,Ipomoea batatas,,,,
Huamani2011,3672,DART,B1236,spPt-758920,,,VJ08.038,0,Ipomoea batatas,,,,
Huamani2011,3673,DART,B1237,spPt-707560,,,VJ08.038,0,Ipomoea batatas,,,,
Huamani2011,3674,DART,B1238,spPt-707675,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3675,DART,B1239,spPt-707781,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3676,DART,B1240,spPt-708366,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3677,DART,B1241,spPt-708379,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3678,DART,B1242,spPt-708644,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3679,DART,B1243,spPt-708939,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3680,DART,B1244,spPt-709017,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3681,DART,B1245,spPt-709410,,,VJ08.038,0,Ipomoea batatas,,,,
Huamani2011,3682,DART,B1246,spPt-709479,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3683,DART,B1247,spPt-710282,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3684,DART,B1248,spPt-710407,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3685,DART,B1249,spPt-710464,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3686,DART,B1250,spPt-757803,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3687,DART,B1251,spPt-757937,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3688,DART,B1252,spPt-758316,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3689,DART,B1253,spPt-758419,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3690,DART,B1254,spPt-758512,,,VJ08.038,0,Ipomoea batatas,,,,
Huamani2011,3691,DART,B1255,spPt-759352,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3692,DART,B1256,spPt-759555,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3693,DART,B1257,spPt-759602,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3694,DART,B1258,spPt-760086,,,VJ08.038,0,Ipomoea batatas,,,,
Huamani2011,3695,DART,B1259,spPt-760299,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3696,DART,B1260,spPt-758874,,,VJ08.038,0,Ipomoea batatas,,,,
Huamani2011,3697,DART,B1261,spPt-707609,,,VJ08.038,0,Ipomoea batatas,,,,
Huamani2011,3698,DART,B1262,spPt-708717,,,VJ08.038,0,Ipomoea batatas,,,,
Huamani2011,3699,DART,B1263,spPt-709582,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3700,DART,B1264,spPt-709604,,,VJ08.038,0,Ipomoea batatas,,,,
Huamani2011,3701,DART,B1265,spPt-758663,,,VJ08.038,0,Ipomoea batatas,,,,
Huamani2011,3702,DART,B1266,spPt-759862,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3703,DART,B1267,spPt-707703,,,VJ08.038,0,Ipomoea batatas,,,,
Huamani2011,3704,DART,B1268,spPt-711021,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3705,DART,B1269,spPt-710393,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3706,DART,B1270,spPt-708966,,,VJ08.038,0,Ipomoea batatas,,,,
Huamani2011,3707,DART,B1271,spPt-758486,,,VJ08.038,0,Ipomoea batatas,,,,
Huamani2011,3708,DART,B1272,spPt-758307,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3709,DART,B1273,spPt-708936,,,VJ08.038,0,Ipomoea batatas,,,,
Huamani2011,3710,DART,B1274,spPt-710230,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3711,DART,B1275,spPt-758185,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3712,DART,B1276,spPt-759241,,,VJ08.038,0,Ipomoea batatas,,,,
Huamani2011,3713,DART,B1277,spPt-757899,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3714,DART,B1278,spPt-707689,,,VJ08.038,0,Ipomoea batatas,,,,
Huamani2011,3715,DART,B1279,spPt-710307,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3716,DART,B1280,spPt-757018,,,VJ08.038,0,Ipomoea batatas,,,,
Huamani2011,3717,DART,B1281,spPt-757240,,,VJ08.038,-,Ipomoea batatas,,,,
Huamani2011,3718,DART,B1282,spPt-758143,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3719,DART,B1283,spPt-758193,,,VJ08.038,0,Ipomoea batatas,,,,
Huamani2011,3720,DART,B1284,spPt-758660,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3721,DART,B1285,spPt-707538,,,VJ08.038,-,Ipomoea batatas,,,,
Huamani2011,3722,DART,B1286,spPt-759321,,,VJ08.038,-,Ipomoea batatas,,,,
Huamani2011,3723,DART,B1287,spPt-759293,,,VJ08.038,0,Ipomoea batatas,,,,
Huamani2011,3724,DART,B1288,spPt-759762,,,VJ08.038,-,Ipomoea batatas,,,,
Huamani2011,3725,DART,B1289,spPt-760031,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3726,DART,B1290,spPt-759549,,,VJ08.038,0,Ipomoea batatas,,,,
Huamani2011,3727,DART,B1291,spPt-710590,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3728,DART,B1292,spPt-710270,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3729,DART,B1293,spPt-708562,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3730,DART,B1294,spPt-708682,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3731,DART,B1295,spPt-708802,,,VJ08.038,0,Ipomoea batatas,,,,
Huamani2011,3732,DART,B1296,spPt-709028,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3733,DART,B1297,spPt-709385,,,VJ08.038,0,Ipomoea batatas,,,,
Huamani2011,3734,DART,B1298,spPt-709476,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3735,DART,B1299,spPt-709612,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3736,DART,B1300,spPt-710574,,,VJ08.038,0,Ipomoea batatas,,,,
Huamani2011,3737,DART,B1301,spPt-711094,,,VJ08.038,0,Ipomoea batatas,,,,
Huamani2011,3738,DART,B1302,spPt-756688,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3739,DART,B1303,spPt-756721,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3740,DART,B1304,spPt-757253,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3741,DART,B1305,spPt-757554,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3742,DART,B1306,spPt-757692,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3743,DART,B1307,spPt-757995,,,VJ08.038,0,Ipomoea batatas,,,,
Huamani2011,3744,DART,B1308,spPt-758309,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3745,DART,B1309,spPt-758519,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3746,DART,B1310,spPt-758828,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3747,DART,B1311,spPt-759038,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3748,DART,B1312,spPt-759192,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3749,DART,B1313,spPt-759847,,,VJ08.038,0,Ipomoea batatas,,,,
Huamani2011,3750,DART,B1314,spPt-760053,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3751,DART,B1315,spPt-760084,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3752,DART,B1316,spPt-760120,,,VJ08.038,0,Ipomoea batatas,,,,
Huamani2011,3753,DART,B1317,spPt-760393,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3754,DART,B1318,spPt-708282,,,VJ08.038,0,Ipomoea batatas,,,,
Huamani2011,3755,DART,B1319,spPt-709037,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3756,DART,B1320,spPt-707597,,,VJ08.038,0,Ipomoea batatas,,,,
Huamani2011,3757,DART,B1321,spPt-708042,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3758,DART,B1322,spPt-708309,,,VJ08.038,0,Ipomoea batatas,,,,
Huamani2011,3759,DART,B1323,spPt-709226,,,VJ08.038,0,Ipomoea batatas,,,,
Huamani2011,3760,DART,B1324,spPt-710469,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3761,DART,B1325,spPt-711091,,,VJ08.038,0,Ipomoea batatas,,,,
Huamani2011,3762,DART,B1326,spPt-757057,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3763,DART,B1327,spPt-757063,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3764,DART,B1328,spPt-757639,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3765,DART,B1329,spPt-758503,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3766,DART,B1330,spPt-758517,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3767,DART,B1331,spPt-758934,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3768,DART,B1332,spPt-758970,,,VJ08.038,0,Ipomoea batatas,,,,
Huamani2011,3769,DART,B1333,spPt-759001,,,VJ08.038,0,Ipomoea batatas,,,,
Huamani2011,3770,DART,B1334,spPt-759374,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3771,DART,B1335,spPt-760397,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3772,DART,B1336,spPt-710420,,,VJ08.038,0,Ipomoea batatas,,,,
Huamani2011,3773,DART,B1337,spPt-756946,,,VJ08.038,0,Ipomoea batatas,,,,
Huamani2011,3774,DART,B1338,spPt-759501,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3775,DART,B1339,spPt-710001,,,VJ08.038,0,Ipomoea batatas,,,,
Huamani2011,3776,DART,B1340,spPt-757021,,,VJ08.038,0,Ipomoea batatas,,,,
Huamani2011,3777,DART,B1341,spPt-709106,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3778,DART,B1342,spPt-759569,,,VJ08.038,0,Ipomoea batatas,,,,
Huamani2011,3779,DART,B1343,spPt-707803,,,VJ08.038,0,Ipomoea batatas,,,,
Huamani2011,3780,DART,B1344,spPt-708475,,,VJ08.038,0,Ipomoea batatas,,,,
Huamani2011,3781,DART,B1345,spPt-710004,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3782,DART,B1346,spPt-710612,,,VJ08.038,-,Ipomoea batatas,,,,
Huamani2011,3783,DART,B1347,spPt-710705,,,VJ08.038,0,Ipomoea batatas,,,,
Huamani2011,3784,DART,B1348,spPt-758579,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3785,DART,B1349,spPt-759596,,,VJ08.038,-,Ipomoea batatas,,,,
Huamani2011,3786,DART,B1350,spPt-758781,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3787,DART,B1351,spPt-708191,,,VJ08.038,-,Ipomoea batatas,,,,
Huamani2011,3788,DART,B1352,spPt-709021,,,VJ08.038,0,Ipomoea batatas,,,,
Huamani2011,3789,DART,B1353,spPt-711122,,,VJ08.038,0,Ipomoea batatas,,,,
Huamani2011,3790,DART,B1354,spPt-709375,,,VJ08.038,-,Ipomoea batatas,,,,
Huamani2011,3791,DART,B1355,spPt-707677,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3792,DART,B1356,spPt-708035,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3793,DART,B1357,spPt-708217,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3794,DART,B1358,spPt-708333,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3795,DART,B1359,spPt-708568,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3796,DART,B1360,spPt-708577,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3797,DART,B1361,spPt-708600,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3798,DART,B1362,spPt-708610,,,VJ08.038,0,Ipomoea batatas,,,,
Huamani2011,3799,DART,B1363,spPt-708858,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3800,DART,B1364,spPt-708931,,,VJ08.038,0,Ipomoea batatas,,,,
Huamani2011,3801,DART,B1365,spPt-709373,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3802,DART,B1366,spPt-709456,,,VJ08.038,0,Ipomoea batatas,,,,
Huamani2011,3803,DART,B1367,spPt-709547,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3804,DART,B1368,spPt-709575,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3805,DART,B1369,spPt-709639,,,VJ08.038,0,Ipomoea batatas,,,,
Huamani2011,3806,DART,B1370,spPt-709746,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3807,DART,B1371,spPt-709772,,,VJ08.038,0,Ipomoea batatas,,,,
Huamani2011,3808,DART,B1372,spPt-709814,,,VJ08.038,0,Ipomoea batatas,,,,
Huamani2011,3809,DART,B1373,spPt-710042,,,VJ08.038,0,Ipomoea batatas,,,,
Huamani2011,3810,DART,B1374,spPt-710204,,,VJ08.038,0,Ipomoea batatas,,,,
Huamani2011,3811,DART,B1375,spPt-710599,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3812,DART,B1376,spPt-711209,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3813,DART,B1377,spPt-711240,,,VJ08.038,0,Ipomoea batatas,,,,
Huamani2011,3814,DART,B1378,spPt-756683,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3815,DART,B1379,spPt-756934,,,VJ08.038,0,Ipomoea batatas,,,,
Huamani2011,3816,DART,B1380,spPt-756958,,,VJ08.038,0,Ipomoea batatas,,,,
Huamani2011,3817,DART,B1381,spPt-757590,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3818,DART,B1382,spPt-758087,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3819,DART,B1383,spPt-758104,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3820,DART,B1384,spPt-758355,,,VJ08.038,0,Ipomoea batatas,,,,
Huamani2011,3821,DART,B1385,spPt-758523,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3822,DART,B1386,spPt-759245,,,VJ08.038,0,Ipomoea batatas,,,,
Huamani2011,3823,DART,B1387,spPt-759770,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3824,DART,B1388,spPt-759870,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3825,DART,B1389,spPt-760019,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3826,DART,B1390,spPt-760242,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3827,DART,B1391,spPt-760463,,,VJ08.038,0,Ipomoea batatas,,,,
Huamani2011,3828,DART,B1392,spPt-759227,,,VJ08.038,0,Ipomoea batatas,,,,
Huamani2011,3829,DART,B1393,spPt-757466,,,VJ08.038,-,Ipomoea batatas,,,,
Huamani2011,3830,DART,B1394,spPt-707548,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3831,DART,B1395,spPt-707920,,,VJ08.038,0,Ipomoea batatas,,,,
Huamani2011,3832,DART,B1396,spPt-758676,,,VJ08.038,0,Ipomoea batatas,,,,
Huamani2011,3833,DART,B1397,spPt-758760,,,VJ08.038,0,Ipomoea batatas,,,,
Huamani2011,3834,DART,B1398,spPt-759108,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3835,DART,B1399,spPt-759142,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3836,DART,B1400,spPt-759298,,,VJ08.038,0,Ipomoea batatas,,,,
Huamani2011,3837,DART,B1401,spPt-707625,,,VJ08.038,0,Ipomoea batatas,,,,
Huamani2011,3838,DART,B1402,spPt-760193,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3839,DART,B1403,spPt-758423,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3840,DART,B1404,spPt-760442,,,VJ08.038,0,Ipomoea batatas,,,,
Huamani2011,3841,DART,B1405,spPt-758035,,,VJ08.038,0,Ipomoea batatas,,,,
Huamani2011,3842,DART,B1406,spPt-759961,,,VJ08.038,0,Ipomoea batatas,,,,
Huamani2011,3843,DART,B1407,spPt-710548,,,VJ08.038,-,Ipomoea batatas,,,,
Huamani2011,3844,DART,B1408,spPt-756689,,,VJ08.038,-,Ipomoea batatas,,,,
Huamani2011,3845,DART,B1409,spPt-756997,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3846,DART,B1410,spPt-757424,,,VJ08.038,-,Ipomoea batatas,,,,
Huamani2011,3847,DART,B1411,spPt-758036,,,VJ08.038,0,Ipomoea batatas,,,,
Huamani2011,3848,DART,B1412,spPt-758331,,,VJ08.038,-,Ipomoea batatas,,,,
Huamani2011,3849,DART,B1413,spPt-758302,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3850,DART,B1414,spPt-710806,,,VJ08.038,-,Ipomoea batatas,,,,
Huamani2011,3851,DART,B1415,spPt-758266,,,VJ08.038,0,Ipomoea batatas,,,,
Huamani2011,3852,DART,B1416,spPt-707606,,,VJ08.038,0,Ipomoea batatas,,,,
Huamani2011,3853,DART,B1417,spPt-707787,,,VJ08.038,0,Ipomoea batatas,,,,
Huamani2011,3854,DART,B1418,spPt-708062,,,VJ08.038,0,Ipomoea batatas,,,,
Huamani2011,3855,DART,B1419,spPt-708230,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3856,DART,B1420,spPt-708640,,,VJ08.038,0,Ipomoea batatas,,,,
Huamani2011,3857,DART,B1421,spPt-708690,,,VJ08.038,0,Ipomoea batatas,,,,
Huamani2011,3858,DART,B1422,spPt-709175,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3859,DART,B1423,spPt-709393,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3860,DART,B1424,spPt-709430,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3861,DART,B1425,spPt-709577,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3862,DART,B1426,spPt-709953,,,VJ08.038,0,Ipomoea batatas,,,,
Huamani2011,3863,DART,B1427,spPt-709994,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3864,DART,B1428,spPt-710123,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3865,DART,B1429,spPt-710305,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3866,DART,B1430,spPt-710339,,,VJ08.038,0,Ipomoea batatas,,,,
Huamani2011,3867,DART,B1431,spPt-710396,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3868,DART,B1432,spPt-710458,,,VJ08.038,0,Ipomoea batatas,,,,
Huamani2011,3869,DART,B1433,spPt-710502,,,VJ08.038,0,Ipomoea batatas,,,,
Huamani2011,3870,DART,B1434,spPt-711066,,,VJ08.038,0,Ipomoea batatas,,,,
Huamani2011,3871,DART,B1435,spPt-757506,,,VJ08.038,0,Ipomoea batatas,,,,
Huamani2011,3872,DART,B1436,spPt-757981,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3873,DART,B1437,spPt-758013,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3874,DART,B1438,spPt-758533,,,VJ08.038,0,Ipomoea batatas,,,,
Huamani2011,3875,DART,B1439,spPt-758693,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3876,DART,B1440,spPt-758928,,,VJ08.038,0,Ipomoea batatas,,,,
Huamani2011,3877,DART,B1441,spPt-759184,,,VJ08.038,0,Ipomoea batatas,,,,
Huamani2011,3878,DART,B1442,spPt-759683,,,VJ08.038,0,Ipomoea batatas,,,,
Huamani2011,3879,DART,B1443,spPt-760014,,,VJ08.038,0,Ipomoea batatas,,,,
Huamani2011,3880,DART,B1444,spPt-760173,,,VJ08.038,0,Ipomoea batatas,,,,
Huamani2011,3881,DART,B1445,spPt-760458,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3882,DART,B1446,spPt-759453,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3883,DART,B1447,spPt-758201,,,VJ08.038,0,Ipomoea batatas,,,,
Huamani2011,3884,DART,B1448,spPt-756805,,,VJ08.038,-,Ipomoea batatas,,,,
Huamani2011,3885,DART,B1449,spPt-707619,,,VJ08.038,-,Ipomoea batatas,,,,
Huamani2011,3886,DART,B1450,spPt-708718,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3887,DART,B1451,spPt-708997,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3888,DART,B1452,spPt-710887,,,VJ08.038,0,Ipomoea batatas,,,,
Huamani2011,3889,DART,B1453,spPt-711203,,,VJ08.038,0,Ipomoea batatas,,,,
Huamani2011,3890,DART,B1454,spPt-757813,,,VJ08.038,0,Ipomoea batatas,,,,
Huamani2011,3891,DART,B1455,spPt-758120,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3892,DART,B1456,spPt-758219,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3893,DART,B1457,spPt-758415,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3894,DART,B1458,spPt-759305,,,VJ08.038,0,Ipomoea batatas,,,,
Huamani2011,3895,DART,B1459,spPt-759520,,,VJ08.038,0,Ipomoea batatas,,,,
Huamani2011,3896,DART,B1460,spPt-760206,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3897,DART,B1461,spPt-707702,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3898,DART,B1462,spPt-759103,,,VJ08.038,0,Ipomoea batatas,,,,
Huamani2011,3899,DART,B1463,spPt-758563,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3900,DART,B1464,spPt-709728,,,VJ08.038,0,Ipomoea batatas,,,,
Huamani2011,3901,DART,B1465,spPt-707644,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3902,DART,B1466,spPt-707720,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3903,DART,B1467,spPt-707945,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3904,DART,B1468,spPt-708306,,,VJ08.038,0,Ipomoea batatas,,,,
Huamani2011,3905,DART,B1469,spPt-708455,,,VJ08.038,0,Ipomoea batatas,,,,
Huamani2011,3906,DART,B1470,spPt-708522,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3907,DART,B1471,spPt-708580,,,VJ08.038,0,Ipomoea batatas,,,,
Huamani2011,3908,DART,B1472,spPt-708670,,,VJ08.038,0,Ipomoea batatas,,,,
Huamani2011,3909,DART,B1473,spPt-708929,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3910,DART,B1474,spPt-709000,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3911,DART,B1475,spPt-709685,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3912,DART,B1476,spPt-710021,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3913,DART,B1477,spPt-710137,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3914,DART,B1478,spPt-710150,,,VJ08.038,0,Ipomoea batatas,,,,
Huamani2011,3915,DART,B1479,spPt-710610,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3916,DART,B1480,spPt-710729,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3917,DART,B1481,spPt-710922,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3918,DART,B1482,spPt-711164,,,VJ08.038,0,Ipomoea batatas,,,,
Huamani2011,3919,DART,B1483,spPt-711169,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3920,DART,B1484,spPt-711310,,,VJ08.038,0,Ipomoea batatas,,,,
Huamani2011,3921,DART,B1485,spPt-756679,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3922,DART,B1486,spPt-757027,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3923,DART,B1487,spPt-757536,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3924,DART,B1488,spPt-757547,,,VJ08.038,0,Ipomoea batatas,,,,
Huamani2011,3925,DART,B1489,spPt-757624,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3926,DART,B1490,spPt-757840,,,VJ08.038,0,Ipomoea batatas,,,,
Huamani2011,3927,DART,B1491,spPt-758287,,,VJ08.038,1,Ipomoea batatas,,,,
Huamani2011,3928,DART,B1492,spPt-758793,,,VJ08.038,0,Ipomoea batatas,,,,
Huamani2011,3929,DART,B1493,spPt-758836,,,VJ08.038,0,Ipomoea batatas,,,,
Huamani2011,3930,DART,B1494,spPt-758980,,,VJ08.038,0,Ipomoea batatas,,,,
